name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,group_plat,ventas_totales
dora's cooking club,DS,2010,Misc,0.08,0.01,0.0,0.01,,,,nintendo,0.1
heatseeker,Wii,2007,Action,0.08,0.0,0.0,0.01,62.0,62.0,T,nintendo,0.09
ar tonelico: melody of elemia,PS2,2006,Role-Playing,0.0,0.0,0.1,0.0,71.0,77.0,T,play,0.1
sol trigger,PSP,2012,Role-Playing,0.0,0.0,0.1,0.0,,,,play,0.1
castlevania double pack,GBA,2006,Platform,0.07,0.03,0.0,0.0,86.0,84.0,T,nintendo,0.1
ballistic: ecks vs sever,GBA,2002,Shooter,0.07,0.03,0.0,0.0,,,,nintendo,0.1
samurai warriors 4: empires,PS4,2015,Action,0.02,0.01,0.06,0.01,71.0,65.0,T,play,0.1
jikkyou powerful pro yakyuu 11,GC,2004,Sports,0.0,0.0,0.09,0.0,,,,nintendo,0.09
ninja reflex,DS,2008,Action,0.09,0.0,0.0,0.01,54.0,,E10+,nintendo,0.1
steel battalion,XB,2002,Simulation,0.05,0.02,0.02,0.0,83.0,85.0,T,xbox,0.09
street fighter collection,PS,1997,Fighting,0.0,0.0,0.09,0.01,,,,play,0.1
alvin and the chipmunks: the squeakquel,Wii,2009,Misc,0.09,0.0,0.0,0.01,,,E,nintendo,0.1
digimon story: super xros wars blue/red,DS,2011,Role-Playing,0.0,0.0,0.1,0.0,,,,nintendo,0.1
power stone collection,PSP,2006,Action,0.08,0.0,0.0,0.01,74.0,68.0,T,play,0.09
cartoon network: punch time explosion,3DS,2011,Fighting,0.07,0.02,0.0,0.01,58.0,59.0,E10+,nintendo,0.1
tennis no oji-sama: motto gakuensai no ouji-sama - more sweet edition,DS,2010,Sports,0.0,0.0,0.1,0.0,,,,nintendo,0.1
bejeweled twist,DS,2010,Puzzle,0.0,0.08,0.0,0.01,77.0,,E,nintendo,0.09
"blast works: build, trade, destroy",Wii,2008,Shooter,0.09,0.0,0.0,0.01,78.0,77.0,E,nintendo,0.1
mx superfly featuring ricky carmichael,XB,2002,Racing,0.07,0.02,0.0,0.0,,,,xbox,0.09
gokuhou!! mecha mote iinchou: mm town de miracle change!,DS,2009,Simulation,0.0,0.0,0.1,0.0,,,,nintendo,0.1
snk vs capcom card fighters ds,DS,2006,Strategy,0.09,0.0,0.0,0.01,48.0,48.0,T,nintendo,0.1
kuroko's basketball: miracle game,3DS,2014,Sports,0.0,0.0,0.1,0.0,,,,nintendo,0.1
medieval ii: total war,PC,2006,Strategy,0.0,0.08,0.0,0.02,88.0,89.0,T,pc,0.1
lego star wars: the force awakens,PSV,2016,Action,0.01,0.06,0.01,0.02,,71.0,E10+,play,0.1
darkest of days,X360,2009,Shooter,0.09,0.0,0.0,0.01,44.0,48.0,M,xbox,0.1
skylanders imaginators,XOne,2016,Platform,0.05,0.04,0.0,0.01,78.0,60.0,E10+,xbox,0.1
minority report: everybody runs,XB,2002,Action,0.07,0.02,0.0,0.0,54.0,50.0,T,xbox,0.09
nascar,PSP,2006,Racing,0.09,0.0,0.0,0.01,66.0,53.0,E,play,0.1
the voice,WiiU,2014,Action,0.08,0.0,0.0,0.01,,,,nintendo,0.09
one piece: burning blood,PSV,2016,Fighting,0.0,0.02,0.07,0.0,62.0,78.0,T,play,0.09
shox,PS2,2002,Racing,0.05,0.04,0.0,0.01,78.0,,E,play,0.1
rio,X360,2011,Misc,0.05,0.03,0.0,0.01,60.0,70.0,E10+,xbox,0.09
gundam breaker,PSV,2013,Action,0.0,0.0,0.09,0.0,,,,play,0.09
unou no tatsujin: soukai! machigai museum 2,DS,2007,Misc,0.0,0.0,0.09,0.0,,,,nintendo,0.09
kiniro no corda 3,PSP,2010,Adventure,0.0,0.0,0.09,0.0,,,,play,0.09
playboy: the mansion,XB,2005,Simulation,0.07,0.02,0.0,0.0,61.0,41.0,M,xbox,0.09
neo atlas,PS,1998,Strategy,0.0,0.0,0.09,0.01,,,,play,0.1
disney's aladdin in nasira's revenge,PS,2000,Action,0.05,0.04,0.0,0.01,61.0,83.0,E,play,0.1
seaworld adventure parks: shamu's deep sea adventure,GC,2005,Adventure,0.07,0.02,0.0,0.0,,,,nintendo,0.09
squinkies 2: adventure mall surprize!,DS,2011,Platform,0.09,0.0,0.0,0.01,,,,nintendo,0.1
winning post 6,PS2,2003,Sports,0.0,0.0,0.09,0.0,,,,play,0.09
whacked!,XB,2002,Misc,0.07,0.02,0.0,0.0,,,,xbox,0.09
barnyard,PS2,2006,Action,0.05,0.04,0.0,0.01,62.0,87.0,E10+,play,0.1
ultimate marvel vs capcom 3,PS3,2011,Fighting,0.0,0.04,0.04,0.01,80.0,62.0,T,play,0.09
mindjack,X360,2011,Shooter,0.07,0.02,0.0,0.01,43.0,12.0,M,xbox,0.1
pac-man world 3,GC,2005,Platform,0.07,0.02,0.0,0.0,66.0,73.0,E,nintendo,0.09
thinksmart,DS,2010,Misc,0.09,0.0,0.0,0.01,,,E,nintendo,0.1
national geographic challenge!,Wii,2011,Misc,0.07,0.02,0.0,0.01,,,,nintendo,0.1
rocky,GC,2002,Fighting,0.07,0.02,0.0,0.0,74.0,,T,nintendo,0.09
glory days 2,DS,2007,Strategy,0.08,0.0,0.0,0.01,73.0,73.0,E10+,nintendo,0.09
just dance 2017,WiiU,2016,Misc,0.03,0.06,0.0,0.01,,,E10+,nintendo,0.1
brain age: concentration training,3DS,2012,Puzzle,0.09,0.0,0.0,0.01,71.0,79.0,E,nintendo,0.1
crash 'n' burn,XB,2004,Racing,0.07,0.02,0.0,0.0,65.0,64.0,T,xbox,0.09
nfl blitz 20-02,XB,2002,Sports,0.07,0.02,0.0,0.0,77.0,,E,xbox,0.09
natgeo challenge! wild life,PS3,2010,Misc,0.05,0.03,0.0,0.01,,,,play,0.09
metal fight beyblade,DS,2009,Action,0.0,0.0,0.09,0.0,,,,nintendo,0.09
robots,XB,2005,Action,0.07,0.02,0.0,0.0,60.0,,E,xbox,0.09
kung fu panda 2,PS3,2011,Action,0.04,0.04,0.0,0.01,,,,play,0.09
pac-man and the ghostly adventures 2,PS3,2014,Adventure,0.05,0.03,0.0,0.02,59.0,63.0,E10+,play,0.1
hakuoki: demon of the fleeting blossom,PSP,2009,Adventure,0.08,0.0,0.0,0.01,79.0,83.0,M,play,0.09
field & stream: total outdoorsman challenge,X360,2010,Sports,0.09,0.0,0.0,0.01,,,,xbox,0.1
speed kings,PS2,2003,Racing,0.05,0.04,0.0,0.01,61.0,78.0,E,play,0.1
dungeons,PC,2011,Strategy,0.07,0.02,0.0,0.01,65.0,46.0,M,pc,0.1
little league world series baseball 2008,Wii,2008,Sports,0.09,0.0,0.0,0.01,70.0,80.0,E,nintendo,0.1
winter stars,X360,2011,Sports,0.05,0.03,0.0,0.01,46.0,65.0,E,xbox,0.09
disney planes fire & rescue,3DS,2014,Action,0.01,0.08,0.0,0.01,,,,nintendo,0.1
langrisser v: the end of legend,SAT,1998,Strategy,0.0,0.0,0.09,0.0,,,,otros,0.09
photokano,PSP,2012,Adventure,0.0,0.0,0.09,0.0,,,,play,0.09
ouchi mainichi tamagotchi,3DS,2012,Action,0.0,0.0,0.09,0.0,,,,nintendo,0.09
bladestorm: the hundred years' war,X360,2007,Action,0.08,0.01,0.0,0.01,63.0,68.0,T,xbox,0.1
fresh precure! asobi collection,DS,2009,Action,0.0,0.0,0.09,0.0,,,,nintendo,0.09
super robot wars og: the moon dwellers,PS4,2016,Misc,0.0,0.0,0.09,0.0,,,,play,0.09
populous: the beginning,PS,1998,Strategy,0.05,0.04,0.0,0.01,,,,play,0.1
chess,PS,2001,Strategy,0.05,0.04,0.0,0.01,,,,play,0.1
rosco mcqueen: firefighter extreme,PS,1997,Action,0.05,0.04,0.0,0.01,,,,play,0.1
terranigma,SNES,1995,Role-Playing,0.0,0.0,0.09,0.0,,,,nintendo,0.09
burnout paradise: the ultimate box,PC,2009,Racing,0.0,0.08,0.0,0.01,87.0,75.0,E10+,pc,0.09
johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama,DS,2009,Action,0.09,0.0,0.0,0.01,,,,nintendo,0.1
girls und panzer: i will master tankery,PSV,2014,Action,0.0,0.0,0.09,0.0,,,,play,0.09
forever kingdom,PS2,2001,Role-Playing,0.02,0.02,0.04,0.01,64.0,78.0,T,play,0.09
blitz: overtime,PSP,2006,Sports,0.09,0.0,0.0,0.01,,75.0,M,play,0.1
altered beast: guardian of the realms,GBA,2002,Action,0.07,0.02,0.0,0.0,63.0,48.0,T,nintendo,0.09
populous ds,DS,2008,Strategy,0.07,0.0,0.02,0.01,60.0,,E10+,nintendo,0.1
the legend of heroes: a tear of vermillion,PSP,2005,Role-Playing,0.08,0.0,0.0,0.01,68.0,77.0,T,play,0.09
young justice: legacy,PS3,2013,Action,0.06,0.01,0.0,0.02,,49.0,T,play,0.09
ys viii: lacrimosa of dana,PSV,2016,Role-Playing,0.0,0.0,0.09,0.0,,,,play,0.09
raven squad: operation hidden dagger,X360,2009,Shooter,0.08,0.01,0.0,0.01,38.0,35.0,T,xbox,0.1
age of empires ii: the age of kings,PC,1999,Strategy,0.01,0.08,0.0,0.01,92.0,90.0,T,pc,0.1
family party: 30 great games,Wii,2008,Misc,0.08,0.01,0.0,0.01,42.0,10.0,E10+,nintendo,0.1
shining tears,PS2,2004,Role-Playing,0.05,0.04,0.0,0.01,61.0,65.0,T,play,0.1
devil may cry 4,PS4,2015,Action,0.01,0.0,0.08,0.0,,,,play,0.09
motogp,XB,2002,Racing,0.07,0.02,0.0,0.0,84.0,84.0,E,xbox,0.09
scaler,PS2,2004,Platform,0.05,0.04,0.0,0.01,70.0,86.0,E,play,0.1
halo 2,PC,2007,Shooter,0.01,0.06,0.0,0.02,72.0,56.0,M,pc,0.09
x-com: ufo defense,PS,1995,Strategy,0.05,0.04,0.0,0.01,,,,play,0.1
gradius v,PS2,2004,Shooter,0.05,0.04,0.0,0.01,82.0,85.0,T,play,0.1
adventure time: finn & jake investigations,PS4,2015,Action,0.03,0.05,0.0,0.02,,,,play,0.1
medal of honor: vanguard,Wii,2007,Shooter,0.06,0.03,0.0,0.01,56.0,70.0,T,nintendo,0.1
world cup '98 france: road to win,SAT,1998,Sports,0.0,0.0,0.09,0.0,,,,otros,0.09
pro evolution soccer 2013,Wii,2012,Sports,0.0,0.03,0.06,0.0,,,E,nintendo,0.09
mlb slugfest 20-04,XB,2003,Sports,0.07,0.02,0.0,0.0,76.0,,E,xbox,0.09
barbie and the magic of pegasus,GBA,2005,Action,0.07,0.02,0.0,0.0,,,E,nintendo,0.09
beaterator,PSP,2009,Misc,0.06,0.02,0.0,0.02,80.0,78.0,E,play,0.1
big league sports: summer,Wii,2009,Sports,0.09,0.0,0.0,0.01,,,E,nintendo,0.1
sd gundam g generation ds,DS,2005,Role-Playing,0.0,0.0,0.09,0.0,,,,nintendo,0.09
retro game challenge (us sales),DS,2007,Action,0.09,0.0,0.0,0.0,,,,nintendo,0.09
wordmaster,DS,2008,Strategy,0.09,0.0,0.0,0.01,57.0,,E,nintendo,0.1
arcania: gothic 4,X360,2010,Role-Playing,0.04,0.04,0.01,0.01,64.0,52.0,T,xbox,0.1
bleach: heat the soul,PSP,2005,Fighting,0.0,0.0,0.09,0.0,,,,play,0.09
megatagmension blanc + neptune vs zombies,PSV,2015,Action,0.02,0.01,0.05,0.01,,,,play,0.09
singstar guitar,PS3,2010,Misc,0.0,0.07,0.0,0.02,,,,play,0.09
psychonauts,PS2,2005,Platform,0.05,0.04,0.0,0.01,86.0,87.0,T,play,0.1
code lyoko: quest for infinity,Wii,2007,Action,0.07,0.01,0.0,0.01,58.0,85.0,E10+,nintendo,0.09
world stadium 5,PS,2001,Sports,0.0,0.0,0.09,0.01,,,,play,0.1
the smurfs 2,Wii,2013,Platform,0.0,0.09,0.0,0.01,,,E,nintendo,0.1
angry birds: rio,PC,2011,Puzzle,0.0,0.07,0.0,0.02,,,E,pc,0.09
championship foosball,Wii,2008,Sports,0.09,0.0,0.0,0.01,,,E,nintendo,0.1
backyard sports: sandlot sluggers,X360,2010,Sports,0.09,0.0,0.0,0.01,,38.0,E,xbox,0.1
espn nba 2night,PS2,2000,Sports,0.05,0.04,0.0,0.01,62.0,,E,play,0.1
uta no prince-sama: debut,PSP,2012,Adventure,0.0,0.0,0.09,0.0,,,,play,0.09
ford mustang: the legend lives,XB,2005,Racing,0.07,0.02,0.0,0.0,55.0,,E,xbox,0.09
freekstyle,GC,2002,Racing,0.07,0.02,0.0,0.0,78.0,,E,nintendo,0.09
galactic taz ball,DS,2010,Platform,0.09,0.0,0.0,0.01,,,,nintendo,0.1
virtua fighter cg portrait series vol3: akira yuki,SAT,1995,Misc,0.0,0.0,0.09,0.0,,,,otros,0.09
pac-man and the ghostly adventures,3DS,2013,Platform,0.05,0.04,0.0,0.01,,,E10+,nintendo,0.1
digimon rumble arena 2,PS2,2004,Fighting,0.05,0.04,0.0,0.01,63.0,73.0,T,play,0.1
dora the explorer: dora saves the crystal kingdom,PS2,2009,Misc,0.05,0.04,0.0,0.01,,,E,play,0.1
shockwave assault,PS,1995,Simulation,0.05,0.04,0.0,0.01,,,,play,0.1
teenage mutant ninja turtles: mutants in manhattan,PS4,2016,Action,0.05,0.02,0.0,0.02,44.0,55.0,T,play,0.09
ribbit king,PS2,2003,Sports,0.05,0.04,0.0,0.01,58.0,65.0,E,play,0.1
minecraft: story mode,PC,2015,Adventure,0.02,0.06,0.0,0.01,,,,pc,0.09
alien hominid,GC,2004,Shooter,0.07,0.02,0.0,0.0,78.0,85.0,T,nintendo,0.09
world championship poker 2: featuring howard lederer,XB,2005,Misc,0.07,0.02,0.0,0.0,71.0,,T,xbox,0.09
rygar: the battle of argus,Wii,2008,Action,0.09,0.0,0.0,0.01,52.0,70.0,T,nintendo,0.1
pro yakyuu greatest nine 98,SAT,1998,Sports,0.0,0.0,0.09,0.0,,,,otros,0.09
snood 2: on vacation,DS,2005,Puzzle,0.09,0.0,0.0,0.01,46.0,,E,nintendo,0.1
learn chess,DS,2009,Misc,0.09,0.0,0.0,0.01,,,,nintendo,0.1
ninja gaiden black,XB,2005,Action,0.07,0.02,0.0,0.0,94.0,87.0,M,xbox,0.09
bogey: dead 6,PS,1996,Simulation,0.05,0.04,0.0,0.01,,,,play,0.1
scooby-doo! who's watching who?,DS,2006,Adventure,0.08,0.01,0.0,0.01,,,,nintendo,0.1
touch detective,DS,2006,Adventure,0.06,0.02,0.0,0.01,60.0,68.0,E10+,nintendo,0.09
hakuouki: zuisouroku portable,PSP,2010,Adventure,0.0,0.0,0.09,0.0,,,,play,0.09
imagine: reporter,DS,2010,Simulation,0.08,0.01,0.0,0.01,,,E,nintendo,0.1
puyo pop fever (jp sales),DS,2004,Puzzle,0.0,0.0,0.09,0.0,,,,nintendo,0.09
dragon ball kai: ultimate butouden,DS,2011,Fighting,0.0,0.0,0.09,0.0,,,,nintendo,0.09
yu-gi-oh! gx: the beginning of destiny (us sales),PS2,2007,Strategy,0.05,0.04,0.0,0.01,,,,play,0.1
shin megami tensei,PS,2001,Role-Playing,0.0,0.0,0.09,0.01,,,,play,0.1
trivial pursuit unhinged,XB,2004,Misc,0.07,0.02,0.0,0.0,58.0,80.0,T,xbox,0.09
ncaa march madness 08,PS3,2007,Sports,0.08,0.0,0.0,0.01,67.0,38.0,E,play,0.09
inuyasha: secret of the divine jewel,DS,2007,Role-Playing,0.09,0.0,0.0,0.01,46.0,76.0,E10+,nintendo,0.1
major league baseball 2k12,PSP,2012,Sports,0.08,0.0,0.0,0.01,,,E,play,0.09
the revenge of shinobi,GBA,2002,Platform,0.07,0.02,0.0,0.0,51.0,,E,nintendo,0.09
bloody roar 4,PS2,2003,Fighting,0.05,0.04,0.0,0.01,59.0,86.0,M,play,0.1
let's ride! silver buckle stables,PS2,2006,Sports,0.05,0.04,0.0,0.01,,78.0,E,play,0.1
the story of noah's ark,DS,2010,Action,0.09,0.0,0.0,0.01,,,,nintendo,0.1
atari classics evolved,PSP,2007,Misc,0.08,0.0,0.0,0.01,64.0,60.0,E,play,0.09
cabela's big game hunter,GBA,2002,Sports,0.07,0.02,0.0,0.0,,,,nintendo,0.09
i-ninja,GC,2003,Platform,0.07,0.02,0.0,0.0,77.0,76.0,T,nintendo,0.09
world soccer winning eleven 2010: aoki samurai no chousen,PS2,2010,Sports,0.0,0.0,0.09,0.0,,,,play,0.09
dragon tales: dragon seek,PS,2000,Platform,0.05,0.03,0.0,0.01,,,,play,0.09
yourself fitness,XB,2004,Sports,0.07,0.02,0.0,0.0,,,,xbox,0.09
tak: the great juju challenge,DS,2005,Platform,0.09,0.0,0.0,0.01,66.0,,E,nintendo,0.1
steins;gate 0,PSV,2015,Adventure,0.0,0.03,0.05,0.01,86.0,93.0,M,play,0.09
ghostbusters: the video game (ds version),PC,2010,Action,0.0,0.08,0.0,0.01,,,,pc,0.09
dance on broadway,PS3,2011,Misc,0.05,0.03,0.0,0.01,,,E10+,play,0.09
resident evil chronicles hd,PS3,2012,Shooter,0.0,0.0,0.09,0.0,,,,play,0.09
football manager 2017,PC,2016,Simulation,0.0,0.09,0.0,0.01,81.0,43.0,E,pc,0.1
return fire,PS,1996,Strategy,0.05,0.03,0.0,0.01,,,,play,0.09
wild arms: alter code f,PS2,2003,Role-Playing,0.05,0.04,0.0,0.01,73.0,83.0,T,play,0.1
army corps of hell,PSV,2011,Action,0.04,0.04,0.0,0.02,57.0,66.0,M,play,0.1
bomberman max 2: blue advance,GBA,2002,Puzzle,0.07,0.02,0.0,0.0,75.0,,E,nintendo,0.09
mind quiz,PSP,2006,Action,0.08,0.01,0.0,0.01,,,E,play,0.1
shrek superslam,XB,2005,Action,0.07,0.02,0.0,0.0,71.0,93.0,E10+,xbox,0.09
mxgp 2,PS4,2016,Racing,0.02,0.05,0.0,0.01,,,,play,0.08
ultimate mortal kombat,DS,2007,Fighting,0.07,0.01,0.0,0.01,73.0,86.0,M,nintendo,0.09
hyperdimension idol neptunia pp,PSV,2013,Misc,0.02,0.02,0.04,0.01,,,,play,0.09
rapid reload,PS,1995,Shooter,0.0,0.0,0.09,0.01,,,,play,0.1
alien monster bowling league,Wii,2009,Sports,0.09,0.0,0.0,0.01,,,E10+,nintendo,0.1
new legends,XB,2002,Action,0.07,0.02,0.0,0.0,56.0,,T,xbox,0.09
total overdose: a gunslinger's tale in mexico,PS2,2005,Shooter,0.04,0.04,0.0,0.01,71.0,90.0,M,play,0.09
island xtreme stunts,PS2,2002,Action,0.04,0.03,0.0,0.01,63.0,,E,play,0.08
agassi tennis generation,PS2,2003,Sports,0.04,0.03,0.0,0.01,,60.0,E,play,0.08
i love puppies,DS,2010,Simulation,0.09,0.0,0.0,0.01,,,E,nintendo,0.1
metal slug x,PS,2001,Shooter,0.05,0.03,0.0,0.01,85.0,88.0,T,play,0.09
running wild,PS,1997,Racing,0.05,0.03,0.0,0.01,,,,play,0.09
romance of the three kingdoms x,PS2,2005,Strategy,0.04,0.03,0.0,0.01,71.0,85.0,T,play,0.08
brigandine: the legend of forsena,PS,1998,Strategy,0.05,0.03,0.0,0.01,,,,play,0.09
prinny: can i really be the hero?,PSP,2008,Platform,0.03,0.0,0.05,0.01,72.0,70.0,T,play,0.09
mx superfly featuring ricky carmichael,GC,2002,Racing,0.07,0.02,0.0,0.0,,,,nintendo,0.09
green lantern: rise of the manhunters,Wii,2011,Action,0.05,0.03,0.0,0.01,46.0,,E10+,nintendo,0.09
disney's the haunted mansion,XB,2003,Platform,0.07,0.02,0.0,0.0,,,,xbox,0.09
sound novel machi,SAT,1998,Adventure,0.0,0.0,0.09,0.0,,,,otros,0.09
gripshift,PSP,2005,Racing,0.08,0.0,0.0,0.01,70.0,87.0,E,play,0.09
jenga world tour,DS,2007,Misc,0.08,0.0,0.0,0.01,32.0,,E,nintendo,0.09
fighting fantasy: the warlock of firetop mountain,DS,2009,Role-Playing,0.08,0.0,0.0,0.01,45.0,81.0,T,nintendo,0.09
fifa 2001: major league soccer,PS2,2000,Sports,0.0,0.0,0.09,0.0,,,,play,0.09
alvin and the chipmunks: chipwrecked,Wii,2011,Misc,0.07,0.01,0.0,0.01,,,E10+,nintendo,0.09
nhl 2k8,PS3,2007,Sports,0.08,0.01,0.0,0.01,74.0,,E10+,play,0.1
jikkyou powerful pro yakyuu 14 ketteiban,PS2,2007,Sports,0.0,0.0,0.09,0.0,,,,play,0.09
beowulf: the game,PSP,2007,Action,0.08,0.0,0.0,0.01,44.0,54.0,M,play,0.09
skies of arcadia,DC,2000,Role-Playing,0.0,0.0,0.09,0.0,93.0,94.0,T,otros,0.09
nascar: dirt to daytona,GC,2002,Racing,0.07,0.02,0.0,0.0,85.0,73.0,E,nintendo,0.09
u-sing  2,Wii,2010,Misc,0.0,0.08,0.0,0.01,,,,nintendo,0.09
road trip,PS2,2002,Racing,0.04,0.03,0.0,0.01,80.0,90.0,E,play,0.08
monopoly collection,Wii,2011,Misc,0.02,0.07,0.0,0.01,,,E,nintendo,0.1
blood of bahamut,DS,2009,Role-Playing,0.0,0.0,0.09,0.0,,,,nintendo,0.09
jimmie johnson's anything with an engine,X360,2011,Racing,0.08,0.0,0.0,0.01,65.0,88.0,E10+,xbox,0.09
quiz magic academy ds: futatsu no jikuu koku,DS,2010,Misc,0.0,0.0,0.09,0.0,,,,nintendo,0.09
lilie no atelier: salburg no renkinjutsushi 3,PS2,2001,Role-Playing,0.0,0.0,0.09,0.0,,,,play,0.09
animal planet: vet life,Wii,2009,Simulation,0.08,0.0,0.0,0.01,,,E,nintendo,0.09
top gun: firestorm advance,GBA,2002,Shooter,0.07,0.02,0.0,0.0,,,,nintendo,0.09
singstar: ultimate party,PS3,2014,Misc,0.0,0.08,0.0,0.01,,,,play,0.09
echochrome,PSP,2008,Puzzle,0.0,0.01,0.08,0.0,79.0,77.0,E,play,0.09
project eden,PS2,2001,Action,0.04,0.03,0.0,0.01,71.0,78.0,T,play,0.08
riviera: the promised land,PSP,2006,Role-Playing,0.07,0.0,0.02,0.01,68.0,77.0,T,play,0.1
digimon all-star rumble,PS3,2014,Fighting,0.06,0.02,0.0,0.02,49.0,58.0,E10+,play,0.1
sonic boom: fire & ice,3DS,2016,Platform,0.05,0.03,0.0,0.01,,,,nintendo,0.09
driver: renegade,3DS,2011,Racing,0.05,0.04,0.0,0.01,48.0,50.0,M,nintendo,0.1
nerf n-strike: double blast bundle,Wii,2010,Shooter,0.09,0.0,0.0,0.0,,,E10+,nintendo,0.09
kawasaki quad bikes,Wii,2007,Racing,0.07,0.01,0.0,0.01,,,E,nintendo,0.09
dead or alive 5,PSV,2013,Fighting,0.0,0.05,0.03,0.01,,,,play,0.09
may's mystery: forbidden memories,DS,2011,Puzzle,0.04,0.04,0.0,0.01,70.0,,E,nintendo,0.09
yaiba: ninja gaiden z,PS3,2014,Action,0.05,0.03,0.0,0.02,43.0,45.0,M,play,0.1
castlevania: lords of shadow 2,X360,2014,Action,0.02,0.06,0.0,0.01,70.0,78.0,M,xbox,0.09
ghosthunter,PS2,2003,Action,0.04,0.03,0.0,0.01,69.0,87.0,T,play,0.08
bass pro shops: the hunt,X360,2010,Sports,0.08,0.0,0.0,0.01,,,T,xbox,0.09
shadow of destiny,PSP,2009,Adventure,0.08,0.0,0.0,0.01,54.0,82.0,T,play,0.09
pro evolution soccer 2012,PC,2011,Action,0.0,0.07,0.0,0.02,77.0,64.0,,pc,0.09
mimana iyar chronicle,PSP,2009,Role-Playing,0.07,0.0,0.01,0.01,45.0,58.0,T,play,0.09
michael jackson: the experience,PSV,2011,Misc,0.04,0.03,0.0,0.02,57.0,58.0,E10+,play,0.09
seven: molmorth no kiheitai,PS2,2000,Action,0.0,0.0,0.09,0.0,,,,play,0.09
def jam fight for ny: the takeover,PSP,2006,Action,0.08,0.0,0.0,0.01,79.0,82.0,M,play,0.09
doraemon: nobita to midori no kyojinden ds,DS,2008,Platform,0.0,0.0,0.09,0.0,,,,nintendo,0.09
tom clancy's endwar,DS,2008,Strategy,0.08,0.01,0.0,0.01,69.0,58.0,T,nintendo,0.1
major league baseball 2k11,DS,2011,Sports,0.08,0.0,0.0,0.01,,,E,nintendo,0.09
hello kitty's cube frenzy,PS,1998,Puzzle,0.05,0.03,0.0,0.01,,,,play,0.09
jikkyou powerful pro yakyuu 9 ketteiban,PS2,2002,Sports,0.0,0.0,0.09,0.0,,,,play,0.09
jasf: jane's advanced strike fighters,X360,2011,Simulation,0.06,0.02,0.0,0.01,45.0,45.0,T,xbox,0.09
the smurfs 2,PS3,2013,Platform,0.02,0.06,0.0,0.02,,50.0,E,play,0.1
astro boy: omega factor,GBA,2003,Action,0.06,0.02,0.0,0.0,85.0,86.0,E,nintendo,0.08
disgaea infinite,PSP,2010,Adventure,0.07,0.0,0.01,0.01,64.0,44.0,T,play,0.09
karaoke joysound wii super dx: hitori de minna de utai houdai!,Wii,2010,Misc,0.0,0.0,0.09,0.0,,,,nintendo,0.09
import tuner challenge (american sales),X360,2006,Racing,0.07,0.01,0.0,0.01,,,,xbox,0.09
phantom brave: the hermuda triangle,PSP,2010,Role-Playing,0.06,0.0,0.03,0.01,65.0,73.0,T,play,0.1
fullmetal alchemist: dual sympathy,DS,2005,Role-Playing,0.05,0.0,0.04,0.0,58.0,73.0,T,nintendo,0.09
cardfight!! vanguard: ride to victory,3DS,2013,Misc,0.0,0.0,0.09,0.0,,,,nintendo,0.09
jikkyou powerful pro yakyuu portable 2,PSP,2007,Sports,0.0,0.0,0.09,0.0,,,,play,0.09
carnival games: wild west 3d,3DS,2011,Misc,0.06,0.02,0.0,0.01,,,E10+,nintendo,0.09
kawashima ryuuta kyouju kanshuu nouryoku trainer portable 2,PSP,2006,Misc,0.0,0.0,0.09,0.0,,,,play,0.09
chameleon,PSP,2006,Puzzle,0.08,0.0,0.0,0.01,,,E,play,0.09
the wolf among us,PS3,2014,Adventure,0.05,0.02,0.0,0.02,,82.0,,play,0.09
lock's quest,DS,2008,Strategy,0.08,0.0,0.0,0.01,80.0,87.0,E,nintendo,0.09
rugby 2005,PS2,2005,Sports,0.04,0.03,0.0,0.01,71.0,86.0,E,play,0.08
ochaken no heya ds 2,DS,2007,Simulation,0.0,0.0,0.09,0.0,,,,nintendo,0.09
ratchet & clank future: quest for booty,PS3,2008,Platform,0.01,0.06,0.0,0.02,,,,play,0.09
golden nugget 64,N64,1998,Misc,0.07,0.02,0.0,0.0,,,,nintendo,0.09
robotron 64,N64,1998,Shooter,0.07,0.02,0.0,0.0,,,,nintendo,0.09
the x-factor,X360,2010,Misc,0.0,0.08,0.0,0.01,,,,xbox,0.09
batman beyond: return of the joker,N64,2000,Action,0.07,0.02,0.0,0.0,,,,nintendo,0.09
pokemon rumble world,3DS,2015,Action,0.0,0.01,0.08,0.0,58.0,64.0,E10+,nintendo,0.09
castlevania dracula x,SNES,1995,Platform,0.03,0.01,0.05,0.0,,,,nintendo,0.09
v-rally edition 99,N64,1998,Racing,0.07,0.02,0.0,0.0,,,,nintendo,0.09
saikyou habu shogi,N64,1996,Misc,0.0,0.0,0.06,0.03,,,,nintendo,0.09
go play: city sports,Wii,2009,Sports,0.08,0.0,0.0,0.01,,,E,nintendo,0.09
naruto rpg 3: rejiuu vs konoha shoutai,DS,2006,Role-Playing,0.0,0.0,0.09,0.0,,,,nintendo,0.09
rugby 15,PS3,2015,Sports,0.03,0.05,0.0,0.01,,,E,play,0.09
spectral force genesis,DS,2008,Role-Playing,0.08,0.0,0.01,0.01,46.0,70.0,T,nintendo,0.1
tunnel b1,PS,1996,Action,0.05,0.03,0.0,0.01,,,,play,0.09
2-in-1 game pack: spider-man & spider-man 2,GBA,2005,Platform,0.06,0.02,0.0,0.0,,,,nintendo,0.08
